id,rate,score,title,neighborhood,price,zip
CjT_aoVFdJiB2fDGKDZ8MA,3.5,100,italian,Sunset/Parkside,undefined,94116
4dJqJ-RRoqyeUlL-ovR1VQ,4,100,italian,Sunset/Parkside,undefined,94122
iBTQrDjEg8oOwr_MVy9jTw,4.5,100,italian,Sunset/Parkside,undefined,94112
xY0nZ1E5kQg5nDXQd1U9jQ,4,100,italian,Sunset/Parkside,undefined,94116
P4YBjAo7tbkdx1mBdbP_yA,3.5,94,italian,West of Twin Peaks,undefined,94127
OF4u17la_rqaT952EmdLjg,4.5,98,italian,West of Twin Peaks,undefined,94127
h9eyoUloo3IcXoKauV8PLQ,5,100,italian,North Beach,undefined,94133
_cvRHKYUT9lSTEoKhPCUuQ,4.5,100,italian,Bernal Heights,undefined,94110
1ZThCX_TlIE712cHWAiSkQ,4,100,italian,Lakeshore,undefined,94132
ty_JshE9J4M4YGVWxz41sA,4,98,italian,West of Twin Peaks,undefined,94112
vRvPE-TYsH95GPVMfv7_1A,5,100,italian,Oceanview/Merced/Ingleside,undefined,94112
wxbBjUuIdlo8W9pIVuzWuw,4.5,100,italian,Outer Mission,undefined,94112
zY-JYud8l1pysOTN8YdbpQ,4.5,94,italian,Outer Mission,undefined,94112
ldJGqcB9kmRX7i0VFFmq5A,5,96,italian,Mission,undefined,94110
erpfYfUwWfAzK21slW9lHg,5,98,italian,Glen Park,undefined,94131
rU5z9bN4DDQyDRt6V4wsBA,3,100,italian,Noe Valley,undefined,94114
lC4OlnzMiNZwxVguD-DcEg,4,100,italian,West of Twin Peaks,undefined,94127
vTqX-JG6mAQJfghyhRu-yQ,5,94,italian,Lakeshore,undefined,94132
94sAjDIl_rgw07hdELxW6w,4,100,italian,West of Twin Peaks,undefined,94127
YwqIQOB0h7VRcDQvT6ST2w,3.5,96,italian,West of Twin Peaks,undefined,94122
#NAME?,3,100,italian,Mission,undefined,94110
5mmoOrJ1AAWdiYhZBsw5UA,5,93,italian,Potrero Hill,undefined,94107
RinuHPDSIPUNqvO7VuqlkA,1,98,italian,Excelsior,undefined,94112
vUv7dr4VE1zhiBgjoDeHIQ,4,98,italian,Excelsior,undefined,94134
W4oa6KU9zXzciH8uSVo7vA,3.5,96,italian,Outer Richmond,undefined,94121
Fz3YqjANm5FcisFxtfUxfQ,4.5,100,italian,Outer Richmond,undefined,94121
lLwTC6eOWJGhEsUI2KnN_w,4.5,98,italian,Outer Richmond,undefined,94121
hR5UIYYrYEdiQqxE1h6Log,5,100,italian,Castro/Upper Market,undefined,94114
QwGFxvCi0MEhGCEY1jyjpg,5,100,italian,Castro/Upper Market,undefined,94114
y7GmdaN4t44cmEyHYPTFDQ,4,100,italian,Inner Sunset,undefined,94122
sgDUFcvlEtoUCSYKn_1vvg,4,100,italian,Inner Sunset,undefined,94122
SaUt23Mm2L-AKUmchVd2jA,4,98,italian,Haight Ashbury,undefined,94117
TRFftDlWHbKBIfFUpZWAoA,3.5,100,italian,West of Twin Peaks,undefined,94116
NxQneOUmpi-g0KS6vy8g5g,4,96,italian,Twin Peaks,undefined,94131
AS4g97LmcyRXYvuqsJvIrA,4,96,italian,Hayes Valley,undefined,94117
5iZFcVwgwALHpK6FjhDupg,3.5,96,italian,Twin Peaks,undefined,94131
_Mhg3jNVp98imPuKiqIvow,3,94,italian,Lone Mountain/USF,undefined,94115
xmsa2YrgM7VEpW8KjUyx1w,3.5,98,italian,Castro/Upper Market,undefined,94114
e-DfFG64DY0-Oock3KLMCw,2.5,100,italian,Portola,undefined,94134
r10GFaIiVG9s_W27nRX8YA,4.5,100,italian,McLaren Park,undefined,94134
7I6Zx9I6Y2pSFty5cTtmNg,4.5,96,italian,Portola,undefined,94134
TJVzQELy4JUrXwZYfuqHyQ,3.5,96,italian,Potrero Hill,undefined,94107
L7qo7Kg_j6IRu4zeCk_qXg,5,100,italian,Bayview Hunters Point,undefined,94124
0S697HlhUa1gkwzzLUHPWw,2,100,italian,Excelsior,undefined,94112
kMri661Zt2T3A1X99OjjHg,4.5,100,italian,Visitacion Valley,undefined,94134
HNB69nsUkD7Zy0Si-7Sxvw,4.5,100,italian,Bernal Heights,undefined,94110
Nsn1lCdRQzgUFDN8u8IVbQ,5,96,italian,Bayview Hunters Point,undefined,94124
xOF2dGQ26Svh5S9uWKJuvw,3,94,italian,Bayview Hunters Point,undefined,94124
MSIwdi03UUd3-tdf5xZDDA,3,94,italian,North Beach,undefined,94133
815qChe2-zZxDPqC0Ojvhg,4,100,italian,Chinatown,undefined,94108
4oWUPawTmIiRRPAV2qypYw,4.5,98,italian,Chinatown,undefined,94133
QGhkvHnoJJ3SYqivDd8tag,5,100,italian,Chinatown,undefined,94108
jiFotKJwvhurSSyH_1Bz9Q,3.5,100,italian,Russian Hill,undefined,94109
UQAMpqb263NQLNeghvx2Xg,5,100,italian,Mission,undefined,94110
PNR6-MwjgdKpKXWkYpm3BA,3.5,96,italian,Mission,undefined,94110
gj7yt4D3-lYWsjWhxwtLBA,4,100,italian,Castro/Upper Market,undefined,94114
jtpN4Czhv073rhOgq0iR_w,5,100,italian,Excelsior,undefined,94112
ejECoLnbcvSNnQz0fZorPg,5,100,italian,North Beach,undefined,94133
HhUxd30KD-YMvzhFCfmONw,3,93,italian,Russian Hill,undefined,94109
rI-tXfjKccjXzknftIWYww,5,96,italian,Russian Hill,undefined,94109
4CrmoxuplMjVr3djXnsYjw,2.5,96,italian,Marina,undefined,94123
6Ny2qkA1IsZp9LiN0lWPtQ,5,88,italian,Mission,undefined,94110
rQRFSFBDatSo0h1Jo5Xm_w,4,100,italian,Lone Mountain/USF,undefined,94118
9q77IEGYaZm8gNmRhnCZ8Q,5,96,italian,Portola,undefined,94134
a_7hfqM-cRz3DCbc30ziCA,3.5,100,italian,Portola,undefined,94134
wYcJ9jmShP1bGUFGSepNuA,4.5,100,italian,Sunset/Parkside,undefined,94116
MWdmhRpEuV05tvvGzizsAQ,4,87,italian,North Beach,undefined,94133
7bdsOocSnIhS_k8aYHCa6Q,5,93,italian,Oceanview/Merced/Ingleside,undefined,94112
eCoL9vIsN8IYnk352yUzjw,3.5,98,italian,Lakeshore,undefined,94132
4g1hGMpZ6EhxTqWR3w0-tQ,4.5,100,italian,Excelsior,undefined,94112
oKPcWAQMa-l1PSARYMcQXA,4.5,98,italian,Outer Richmond,undefined,94121
wQeKU_F1s-hIp97oI-ROog,1,98,italian,Glen Park,undefined,94131
21GGn_Sydfj0oPzJB0Onhg,4,100,italian,Inner Sunset,undefined,94122
gxWwsVwztHwGWuRJE7OLww,4.5,94,italian,Pacific Heights,undefined,94115
BeA-p_QtKpV99LBc1A78uw,4,100,italian,Outer Richmond,undefined,94121
TZSyESzI1SuYe2yJJ7htng,4,98,italian,Sunset/Parkside,undefined,94116
MYmtzq5G4MIaeeZXUSPsGw,3,100,italian,Chinatown,undefined,94133
xqVNnVHXpWRgWXV3vwb4Gw,3.5,96,italian,Outer Richmond,undefined,94107
YfEbpD1e2UdjAqIy5Yn2Xw,5,94,italian,Tenderloin,undefined,94102
XurlAwGTVydDi_mg0o7PmA,2.5,90,italian,Mission,$,94110
SujWrdUowc_kR0xW9EGBTg,2.5,96,italian,Bayview Hunters Point,undefined,94124
3SicLpRs2O4HJOSnBvHT2A,3.5,98,italian,Japantown,undefined,94115
KT1bpYvTnKY7wa3OlJbFBw,4.5,100,italian,Potrero Hill,undefined,94107
0j-VpLf5n5M9UuVMHqJFSQ,5,90,italian,Japantown,undefined,94115
GAKy2Zp0xykUmH1zPWxJWQ,3.5,100,italian,Castro/Upper Market,undefined,94114
ydH5cyFil-45m3-Zgg_klA,4.5,100,italian,Castro/Upper Market,undefined,94114
7-l8PP5v8uDM9gUxrReuEg,3.5,100,italian,Lone Mountain/USF,undefined,94118
gykd793r5uwi6p2zVxu8Nw,4,91,italian,Pacific Heights,undefined,94115
Hffp3fzgzY_TP0LB5xaX9A,4.5,90,italian,Pacific Heights,$$,94115
CAaCt-zyjxenxdWL2TnQRg,4,96,italian,Sunset/Parkside,$,94122
IU26nUYu6-BS6z5LXpNAxQ,3,92,italian,Tenderloin,$,94102
n7CkfrwUe9AAoVUrOgbp_w,3,92,italian,Tenderloin,$$$,94109
K5rmqKGBQZKu9KRY7kRwmA,3,70,italian,Tenderloin,$,94109
bfYjUpsHSxGUl6FVGx4n1Q,4,84,italian,Tenderloin,$,94109
x6fxTFMVzzxtPaDOpMlMuw,4,86,italian,Tenderloin,$,94102
THL1Np6xuxXQZrSdGA1aFg,4,94,italian,Excelsior,$$$,94112
TJQP442ImloqzGQECLjAlA,3.5,100,italian,Inner Sunset,undefined,94122
G-NgB1MxeFQOeo9oAmFzLA,4.5,82,italian,Chinatown,$$,94133
g_5j77ImBRZIoz_NSeOBmQ,5,100,italian,West of Twin Peaks,$$,94127
w4C21_0f0ZFJFHjbWe9Scg,5,87,italian,Inner Richmond,$,94118
2O7i4v_lsXggCzlAHNpA1w,5,100,italian,Sunset/Parkside,$,94122
yS45pX8JMI9ou9ElLdznfw,3,92,italian,Russian Hill,$$$,94109
JBXxB40odR2Bvwk9yTXnJA,4.5,90,italian,Russian Hill,$$,94109
U7lsqRAaPcZ-6vhrmRNCEA,4,96,italian,Russian Hill,$$,94109
forDwo-xvl7SlYzu9kL9CQ,4,100,italian,Pacific Heights,$,94115
D-RmoSAWNR_qh9A013AP-A,3.5,86,korean,Financial District/South Beach,$,94105
zRBzztJKEJ8JmvRa66GlpA,2,90,korean,Chinatown,$,94133
gIFBczaUGeF_he_vbhwy2g,3.5,94,korean,Sunset/Parkside,$,94122
#NAME?,4.5,87,korean,Mission,$$,94110
k6kJC3WH9fxGxCy8T1KRqQ,3.5,92,korean,Hayes Valley,$,94117
f6tOZi2TH59XrdKyJVfvdg,4.5,94,korean,Haight Ashbury,$$,94117
Zx0vVLspFEujyLyz7TSrMA,4.5,100,korean,Haight Ashbury,$,94117
jQaTBNU2KZadV5D7wdnD2A,5,100,korean,Hayes Valley,$$,94117
YwOIqr_zawRhyIJlgKsnKg,4,77,korean,Mission,$,94110
o-jrxsO_Btbq5T1wxcxNMg,4,96,korean,Castro/Upper Market,$$,94114
BTPsv5-vBA_HU3mQ2KSnrA,4.5,92,korean,Castro/Upper Market,$$,94114
eDN8ERIlNUKJEznK8up1gQ,3,88,korean,Castro/Upper Market,$$$,94114
epqdmrImnRyY85qLYrgA9A,4.5,87,korean,Mission,$,94110
I002H5kRDi71SjvahjbZ5w,4.5,76,korean,Outer Mission,$,94112
RW4SO0bhKXQIjtjWED3EEg,2,96,korean,Marina,$$,94123
uuDCkNSudZ8QQGnrxK3jCA,4.5,82,korean,Excelsior,$,94112
pgy1BYdzUgXTFDvzv8xk2Q,4,91,korean,Tenderloin,$,94102
EYt9l0w1t5uFqJlCx758AA,4.5,86,korean,Noe Valley,$$,94114
ukxc1GmEMLVb4KsLY28FJg,4.5,98,korean,Potrero Hill,$,94107
Hk3H7UIytXHGOSPLgTosJw,3,100,korean,Bayview Hunters Point,$$,94124
YfCDZdvVnqw1n_qP6U9BOQ,4,89,korean,Presidio Heights,$$,94118
qxM1QRcWUgOZ0DFT7TSZ5w,2,98,korean,South of Market,$,94103
83dXgt2nG98JJG2F7ai8AQ,4,88,korean,Inner Richmond,$,94118
S9tQuE6NntybvNo3vEgL9Q,3.5,96,korean,Noe Valley,$$,94114
9105_80WzqfRtss5uGNtaQ,3.5,98,korean,Pacific Heights,undefined,94115
UmTMCfPlhA6kJLAsLycSfg,2.5,96,korean,North Beach,$$$,94133
pRc0w1ytf7ltOEw40CsK4g,3,88,korean,Financial District/South Beach,$$$,94111
d6OZjDtNICvApn-uCULDaA,4.5,90,korean,Russian Hill,$,94133
LzKvTAbofjvN2LAp2OzHZQ,3,94,korean,Outer Richmond,$$,94121
sNPpsIYRZcQeiLYoBbO2xQ,2,86,korean,Mission,undefined,94110
q_B_KaMQBFcN0DGW8bKdEw,2,89,korean,Mission,undefined,94110
4a9TpuIMCK940OYHFx6osw,4,90,korean,Mission,$,94110
-R1A3E_RnFP9Ub46Jm1kVw,4.5,92,korean,Financial District/South Beach,$,94111
br9coJ62n0l_vhVhrNovVw,4,100,korean,Nob Hill,$,94109
DYmYpqJoExR7XavMTK4nfQ,4,100,korean,Tenderloin,$,94102
BAHj-GU6zIpwJJJErUBheQ,4.5,94,latin,Excelsior,$,94112
eGkO001mzh7i5dNsRywpgA,4,98,latin,Excelsior,$,94112
sNqNJId-hIF9PrDz6XnP_Q,3,83,latin,Outer Richmond,undefined,94121
pgL7vaBtYFjCFTMT4x-mOg,4,96,latin,South of Market,$,94103
I19ntZQrZxMn9gYOOK1rhg,4.5,100,latin,Financial District/South Beach,$,94111
ngUkiXMFfat02KBDsxE-Qg,4,100,latin,Financial District/South Beach,$$$,94111
XfixrF0It2iSvYuAnZ1GoQ,4.5,96,latin,Inner Richmond,undefined,94118
WZxmvQEo8LL-AUChoj8XNg,4.5,92,latin,Inner Richmond,$$,94118
jnyoYZe9mHX_KMsfSyx4eQ,4,90,latin,Western Addition,$$,94117
9PhrFgMv94H6iWHjpL8SZA,4,85,latin,Pacific Heights,$$,94115
RuLKwhMy0NHg8QAkTMGERA,1.5,92,latin,South of Market,$,94103
aXQoU9nzfQtrboaVz-ItUg,4,98,latin,South of Market,$,94103
XQ1qjpWP4zLeG-HYG544Gw,3,92,latin,Visitacion Valley,$$,94134
1BLIlkAt12C9wJaORMJQtA,5,92,latin,Bayview Hunters Point,$$,94124
12PrVsk92I2ZRQ24gXUunA,4,81,latin,Bayview Hunters Point,$$,94124
2k5WL7HoRlFKt0zJSPNGDA,3,100,latin,Sunset/Parkside,$$,94122
KfLlygYtiiJ8IINsF9O6Cw,4,87,latin,Sunset/Parkside,$$,94122
ljkEyd45R-hQ0dOtcn_6jg,2.5,67,latin,Outer Mission,$,94112
owPjvZTtjBaiwyiaCuRHgw,4,86,latin,Mission,$,94110
NIOvMXknM97yfJuTEejt6Q,4,98,latin,Mission,$$$,94110
KMORkOEcjkAychXg_rfwnA,5,98,latin,Mission,$,94110
aLjKukAMITUA6mNTq0AbNg,3.5,94,latin,Hayes Valley,$,94102
oRoyDx2uTx9wITan6IAoRA,4.5,94,latin,Hayes Valley,$,94117
TOaVNHNg5-tkzsQrqIGQOw,4.5,83,latin,Mission,$,94110
-MIEGzSOab-0c1MsvZ-8Jg,4,94,latin,Mission,$,94110
Aw_dPXK4bOIB0GxEio4Msw,4.5,96,latin,Mission,$$,94110
0orfk_1lbX5AMF_kaRc5Mg,3.5,83,latin,Mission,$,94103
GOBChLG2VZDk2nK-RftPIA,4,82,latin,Inner Richmond,$,94118
wmOtvQvJALyGpKjINALecg,4,80,latin,Mission,$,94110
xDwEMq8kgT0eQepn90Jkvg,4.5,92,latin,Inner Sunset,$,94122
eXsgothKW0_Yxy-U6tSfEg,4.5,93,latin,South of Market,$$,94103
0dG1dsLyawvLUSc58goJcw,4,90,latin,Bernal Heights,$$,94110
CfU_8BIc6SX7lhDYAB9Xkw,4.5,83,latin,North Beach,$,94133
9PhrFgMv94H6iWHjpL8SZA,4,93,latin,Pacific Heights,$$,94115
Kh18RDap2IivJ1-B5v_opQ,4,94,latin,Excelsior,$,94112
kZwyT6MDTXE1N3qAy4mAjQ,5,100,latin,Hayes Valley,$$,94115
N1hqh6abqCF2YJ81I4J3Xw,4.5,90,latin,Mission,$,94110
2thSrTzEiazW3R1ndqvErw,3.5,92,latin,Mission,$,94110
o_687zG5kw-GdtVCMN7Z7g,4.5,96,latin,Mission,$,94110
zgBfOxGRJ4ICSUTrb_qUfg,3.5,92,latin,Chinatown,$,94133
WZED7bVvzaJ7BmcPAb_gWw,4,100,latin,Potrero Hill,$,94107
sn2c7alrdos9KJUlxg6KWg,3.5,94,latin,South of Market,$$,94107
Xg-FyjVKAN70LO4u4Z1ozg,4.5,100,latin,Financial District/South Beach,$$,94111
iqyQFrKE1v1UN78CnPbn8A,4.5,91,latin,Pacific Heights,undefined,94109
Zv-JJeYhThTMkMAWhxXJHg,3.5,94,latin,Financial District/South Beach,$$$,94108
tYKNpQ5pjYHW7DARwPr9bA,4,83,latin,Financial District/South Beach,$$$,94111
bI0djBt4exAWQQOxaVexDA,3,100,chinese,Financial District/South Beach,$$,94111
47kmqCs7XGQHGxwexnbbbQ,3,89,american,Financial District/South Beach,$$,94111
2Fkv4DJLsjaaRUuaqcsigw,3,98,american,Mission Bay,$,94103
wSMxakceGgjxKr63XfMACA,3.5,88,latin,Financial District/South Beach,$,94107
QOtQMWtBoeoAGWnxxer4Sw,4,90,latin,Financial District/South Beach,$,94105
#NAME?,2.5,83,chinese,Bayview Hunters Point,$,94124
44l66TSvDoJ9q_ILAQSACQ,4,94,american,Lakeshore,$$,94132
LP-1AKyY6tFkUvmd1p11-Q,4,90,american,Western Addition,$,94115
R2vcS8bnlC8spixK0c1fVw,3.5,85,latin,Financial District/South Beach,$,94108
GPK6hwD_EGKCRVD1cWESig,3,83,latin,Inner Sunset,$,94122
F1CEv7ZoUTbq_bpbCIZ80g,3,94,latin,Chinatown,$,94108
v3my2CwwOPb96S2AyMwE_A,4,86,latin,Outer Richmond,$$$,94121
VhvVzBxyTkDKV1pFT1YwfA,3,94,latin,Sunset/Parkside,$,94122
YfEbpD1e2UdjAqIy5Yn2Xw,5,96,latin,Tenderloin,undefined,94102
s4AmL4XID5jKEbxGUVNPMQ,4,100,latin,Lone Mountain/USF,$$,94118
x8KjU6JY64bXo60Tktu4PQ,3.5,92,japanese,Inner Sunset,$,94122
Tyn-UqOTpVHtZAgrB0lWyQ,3.5,89,american,Financial District/South Beach,$$$,94105
9kdKmkl5kejjMnzCfnkUAA,3.5,94,american,Hayes Valley,$$,94102
saMhj8Co8zxIVGHHmKftqg,3,98,chinese,Western Addition,$,94115
d9wPElAQxkl3kr020ttwGw,2.5,100,chinese,Tenderloin,undefined,94102
4nKCA1XhcT7E_jqlOKxm-g,4,96,chinese,Inner Sunset,$,94122
OT8o_T_09_dtwFdJf8Gj0A,3.5,96,chinese,South of Market,$$$,94107
QIJ220ImsRmRY7tEE3Bq1g,5,100,chinese,Mission,undefined,94103
eKTVnt8QVzVQx05TiUawGQ,3,81,viet,Chinatown,$,94111
yJjTCZ_WWCeznEWRM-Majg,3.5,92,american,Inner Sunset,$$,94122
3-QftDg5y7rqLfCVt_Ja-g,4,87,american,Japantown,$$,94115
udYo3BZ0Y3nR1iOtk58Inw,3.5,81,thai,Financial District/South Beach,$$,94102
Lyl7fmCru0IAk0vl96KPfg,2.5,79,thai,South of Market,$$$,94103
HcZ1IJ9r0EIhg0_CKFmF7A,2,96,thai,Lone Mountain/USF,$$,94117
YpxDXFtuX47QWGHNvlqpxA,3,92,thai,Nob Hill,$$,94102
tNAkdDxzwTQI2lNm7OG2fA,4,79,thai,Financial District/South Beach,$$,94108
e3WDNQMYpLdMEmM2UV13rA,3.5,96,italian,Marina,$$$,94123
UbKrcsBaZoaBkBOajEX08g,4,90,italian,Western Addition,$$,94115
hYH3XfUXFc09TjiuGfLiow,3.5,88,chinese,Outer Richmond,$$,94121
H3aEQwuDJkschVK-tF-vHQ,3.5,86,chinese,Sunset/Parkside,$,94122
6npOsHE3BNPqNmWpSpN7Ow,3.5,90,chinese,Mission Bay,$,94107
9xcvXbVRlz6oYlNqcnKxZQ,3.5,96,american,Financial District/South Beach,$$,94105
au6IWLg6TlCK7z-QYgTIEA,4,96,american,Tenderloin,$,94109
LRDLyAKHF77Xx7wQHktOgg,4,85,american,Hayes Valley,$,94117
JsAIv1onxUUlf9rBxX9B3Q,3.5,90,american,Chinatown,$$,94133
dY-ukxECnkAiTsQnfYeVuA,2.5,94,latin,Financial District/South Beach,$$,94111
y0j4nhd8rYAyZgdsHOXjPQ,2,96,latin,South of Market,$$$,94107
u30abI5AtOKAddJRxUfZTg,4,96,latin,Tenderloin,$$,94102
q547u5aP1ofp6HkqfxYWZw,5,98,latin,Excelsior,undefined,94112
MfpRhmBz3W-CDzxH-RQy4Q,4,92,latin,Western Addition,undefined,94115
-8mvLH7dsKaIBCy76kOJgA,5,90,latin,Bayview Hunters Point,$$,94124
HG5cvtfUcpMojb2RyB2ZJQ,4,98,american,North Beach,$$$$,94133
34PjVd87KUcTHuSZXWvAOg,3.5,98,american,Marina,$$,94123
RYWmFgmeI8FDIhqlRy8oPA,4,96,american,North Beach,$$,94133
Lg73M4FnC1QQmUGpGHD4hA,3.5,90,american,Mission Bay,$,94107
PT_j8Sj6sIScFXo04UpXww,3.5,96,american,Sunset/Parkside,$$,94122
xqP8EXQrBkFEwTnjSbMD0w,3,90,american,Sunset/Parkside,$$,94132
F0xcavylIZklIICBrLXMWw,2,92,american,Mission Bay,$,94107
Ad-tBph_1318oUocDbrrTQ,3,98,chinese,Sunset/Parkside,$$,94122
__I9HmtBMV4dDkEgT22V4g,4.5,91,chinese,Western Addition,$$,94117
OfbRaVdL41hRR65Y9UXMZw,4.5,94,chinese,Outer Richmond,$,94121
ZFDJH0cHoru5E2mZR0pmtA,3,79,chinese,Tenderloin,undefined,94102
TB3Yx9vRug8lnkL-08VkCw,3.5,98,chinese,Sunset/Parkside,$,94122
2kigSyi7myx0-34YATi-Xw,4,98,chinese,Sunset/Parkside,$,94122
Uo-mkpbJtxp1kwni3lmpTg,4,100,chinese,Nob Hill,$$,94108
aJCHhFDu8IdDrE48UtfVRA,4.5,100,chinese,Nob Hill,$$,94108
o1jJBQM_vUGqORdT5b-xGg,4,100,chinese,Pacific Heights,undefined,94115
dJ4bSlqY3a5uU14WRqBrzA,3,90,chinese,Sunset/Parkside,$,94132
vV2jpj3cNmeMqEJszGDWCQ,3.5,92,chinese,Mission,undefined,94110
ay4G1eVA8hX3mTlgUDuiHw,3,94,chinese,South of Market,$$,94103
mcc6jseW0bDjqDf7JT9JDA,4,94,chinese,Outer Mission,$,94112
yyi2GpG_p7TX7XAq_eHSZA,4,92,chinese,North Beach,$$,94133
VdxJdMX53XZYNZvZlr96HA,4,100,thai,Financial District/South Beach,$$,94105
XUOaN3QKGTBkNf3CMuztYg,4.5,98,thai,Chinatown,$$,94133
1KbZaqEdZkn6LHlA55M64g,4.5,92,american,Inner Richmond,$$$,94118
Pd9rFAwlvCngxH3zsl1ZwA,3.5,88,american,Chinatown,$$,94111
r-PpGYg8rLP9ymV5Om_w7g,4,83,american,Bayview Hunters Point,$,94124
tE1iZfdyB6UwqupnQ5a1Gw,4,90,american,Mission,$,94110
1vx5GP95gasv16QOrm3rYg,5,100,american,Financial District/South Beach,undefined,94104
cCASSaLEdfFquYbfjHC2_g,3.5,83,viet,Mission,$,94110
vOjAWfhzLaXHa1v5cGnuIQ,3.5,96,japanese,Mission,$$$,94103
nNxR_L7zdLfVlPiqzNJivg,1.5,96,indian,Financial District/South Beach,$,94105
s4GvKQzi6eHEr-2F5z8o_A,3.5,72,latin,Bernal Heights,$$,94110
BW4jKEfpbBH7UYthXxETIQ,3,83,latin,Financial District/South Beach,$$,94107
TVRand2wmHT67J5WMsiBcA,3.5,85,latin,Hayes Valley,$$,94102
1nzk92bfVUq-NSNsilrmQQ,3.5,70,chinese,Financial District/South Beach,$,94105
C-FmlwtyYfNJ_47T0xyS1g,3.5,80,chinese,Marina,$$,94123
WLqqZYTeo6wFXuCFtlweqA,3.5,94,italian,Hayes Valley,$$,94102
5xkvVDTfcsXnffeIhCQoow,4,90,latin,Outer Mission,$,94112
c5-kcsmTjpe_7FsDCuQEHw,3.5,96,latin,Tenderloin,$$,94102
NcwP3kUy90oadOkRLcGO4w,4,81,korean,Outer Richmond,$$,94121
C7e1ZvLk-X3vGmZj5fuUAQ,4,86,viet,Outer Richmond,$,94121
uSPZcHa95Hx9nWOsJk35Pg,4.5,94,viet,West of Twin Peaks,$$,94127
xaYfmUNTchH56sdxjHulfg,4,81,thai,Tenderloin,$,94109
4z8ySDFczYWgLk1jDyEpKw,4,83,chinese,Excelsior,$,94112
mi8ADETT7WJfssSTld7OmA,4,86,american,Chinatown,$,94133
hVcc7ucQxuHatWKv6iEsew,3.5,100,american,Marina,$,94123
UUfHvSiMAEh67H0ny5N_dA,4,98,american,Sunset/Parkside,$$,94122
fhcGka7vf7xelrGS2pXLHA,3.5,74,japanese,Outer Richmond,$$,94121
bdNAyQz6Rruu2K9un3SeRA,2.5,98,japanese,Financial District/South Beach,$$,94107
cD7OpbJAVpfNF6cBKaoRbw,2,74,chinese,Chinatown,$$,94108
elUyTTbvp8kGVBBULrXiwg,4,72,latin,Mission,$,94110
vgiU8UE46jooixi8yk2GAw,4,89,latin,Marina,$,94109
TDG3DA5JtG3fdt4tqYJ94g,4,83,latin,Western Addition,$$,94115
z8baJ6a5QlV8Atl2x6FgTw,3,86,latin,Financial District/South Beach,$$,94105
fb839_K2BgW1-XlQPRXrzQ,4,88,latin,Portola,$,94134
xji2vmCj8kqsbA_cvd5hvw,4,86,latin,Sunset/Parkside,$,94122
nik97G8-H0rFoJKO4X3ZIA,3.5,92,chinese,South of Market,$,94103
mpuhp2b83qNAKcE19-dSjQ,4,96,medi,Marina,$$$,94123
kn2MJ6aSgaFgPduVsLW39w,3.5,94,viet,Bernal Heights,$$,94110
zoZxgc6mKwRYynxonPfvWQ,2,96,viet,North Beach,$,94133
ttarnopezxmp2ROB1N2PaA,4,93,american,Hayes Valley,$$$,94117
dHvxFvQxbfOuc6Y3Q4foAg,3.5,94,american,Mission,$$,94110
xdAgbLBQcffIxI8mYgjT1Q,4.5,96,medi,Russian Hill,$$$,94109
VOoHZDC-dgDUzTSsmgESOQ,4,96,medi,Mission,$$,94110
ny32fboJpLx8q1p7KObNxQ,3,85,japanese,Mission Bay,$$,94107
cx6y2D1Q77R6dEqMOvnL7g,4,92,latin,Sunset/Parkside,$$,94122
wpnrmiw_ApYDmdC2b_WFRA,4,96,latin,South of Market,undefined,94103
wpnrmiw_ApYDmdC2b_WFRA,4,92,latin,South of Market,undefined,94103
WKBAkKgeqJ9aCoexvpNUeA,3.5,81,indian,Inner Richmond,$$,94118
SA2ylqoib_Vb9R0LmH3HVg,3,90,french,Presidio Heights,$$,94118
WUbPsYeuLtnYFbA7oZ5ruQ,4,83,french,Mission,$,94110
E4zEQ-_w_Ogokj6balg5NA,3,89,viet,West of Twin Peaks,$,94127
34QVVEZVkskBc_cXXTKp4Q,4.5,84,viet,Outer Mission,$,94112
aG0R24iGkSdQARo_9h_NOA,3,88,viet,Outer Mission,$$,94112
cJPJfRHoQl0W3U2QkRhrdg,4,100,italian,Bernal Heights,$$,94110
MKfsbZ8E1QOXruZOAo9TNw,4,94,italian,Mission,$,94103
L7pc5vy6tv8WDcrwOGplDA,3.5,87,italian,Tenderloin,$$,94102
KFvymNR6xPbWJPrjtM5tlg,3,69,american,Marina,$,94123
MBt6Iw8xLPMXGjuFmf3b2A,3,94,american,North Beach,$,94133
3zohbNdShI5D-2I0YJskUA,2.5,94,american,South of Market,$,94103
x1Xtbt9BinmdUsAAqXFdZg,3.5,96,american,Financial District/South Beach,$,94103
6bHDla2n0mBXkeNmsM8_dw,4,88,japanese,Sunset/Parkside,$$,94116
1HEjxY-yIGJJ4Uh1SJDLxw,4,89,japanese,Potrero Hill,$,94107
KTCJ3-cYhFVENTUIBAzpQw,3,76,japanese,Excelsior,$,94112
OjFmittxCKhOugihhAFTZg,4.5,96,japanese,Russian Hill,$$,94109
3fAm4LkrGUbjXM6eMonBEA,4,96,japanese,Nob Hill,$,94133
ztL8KI0ed0snCiK88ZUfNw,4,85,italian,Financial District/South Beach,$$$,94111
wxzx3duu1c0CcomzEOvfOQ,4,86,italian,Bernal Heights,$$,94110
q9qlhyZVJpyHT0tgEaPxUQ,4,94,italian,Nob Hill,$$,94109
